"GSP1"	"COS1"	"GSP2"	"COS2"	"GSP3"	"COS3"	"GSP4"	"COS4"	"GSP5"	"COS5"	"combined_pvalue"	"adjusted_pvalue"
"Suv420h2"	0.318209313618382	0.640475401355166	0.251162361236045	0.663162782963684	0.235754070198876	0.145915366144786	0.296309659318823	0.204763271605555	0.383230090262348	0.475413505070333	0.321955819163169	1
"Ccdc13"	0.0989938117029911	0.412524070486889	0.0404284029920312	0.322307048064859	0.0607822183476259	0.457266437252034	0.127248528393832	0.893322256154971	0.188803073979098	0.0174923514770944	0.0855338625329077	1
"Arap1"	0.404817185203578	0.863600129982519	0.205481285978589	0.41222089231608	0.0983943042843793	0.639691778582577	0.0789822362419757	0.935737588606429	0.11125905059512	0.474023245416739	0.371314349706964	1
"Fbxl12"	0.597374848507326	0.846241058764893	0.700207231225158	0.667095194192647	0.573492544673264	0.77071096500062	0.424849111495642	0.284019125454053	0.45207461565417	0.785933373921662	0.646584162276771	1
"Rnf113a2"	0.826856812320585	0.68982044999038	0.832922463731026	0.22400135455993	0.873238066462275	0.742641509503753	0.82251249840819	0.601939680111549	0.73983564069389	0.219076182634819	0.712235264234484	1
"Lyst"	0.127094737559978	0.243961142979643	0.0512792152533912	0.374256819541505	0.0230469415228669	0.612952985726976	0.011478000252877	0.371870180975114	0.010893290328797	0.30891185374011	0.0388925316764193	1
"Hps6"	0.791176262943052	0.422192410285021	0.662793699730943	0.0520320085092805	0.645150683531607	0.970972062406187	0.621385198882016	0.769357623989604	0.556622309041949	0.591895590960843	0.732928298283096	1
"Pls1"	0.232506860109312	0.35036116578127	0.281358769945279	0.629666739842724	0.598561321725853	0.294166675730538	0.886988275326085	0.0357095192208952	0.930935131799662	0.0285041390449371	0.184954467652373	1
"Spata6"	0.422164035753579	0.436329831414523	0.468920374076658	0.717387474581143	0.203994074569862	0.0160555380004193	0.129130451020933	0.210725703788408	0.137146550323141	0.943510645440659	0.140891819422342	1
"Dync1li1"	0.676495361347039	0.835496907174596	0.654022041323504	0.00373805869718313	0.550453523002715	0.544491165696566	0.486321113065718	0.0901665156475471	0.509205935201413	0.661281450223185	0.0373468209383644	1
"Dmrtc1a"	0.478904374067281	0.827129813446794	0.49619741556389	0.659483496439209	0.400315226282214	0.504030358585215	0.324602124515901	0.319862444175961	0.277746280169659	0.286337068610523	0.466117186679356	1
"Inppl1"	0.841881308884674	0.361041059869634	0.949580944633272	0.755426100425914	0.96084096918389	0.607362482573922	0.944799377880385	0.0795945244704187	0.891634103143236	0.930108467421083	0.883974244535974	1
"Dse"	0.626867913466805	0.16635420937846	0.787688646148723	0.677681448538953	0.890433006176532	0.180054786245384	0.877440353275788	0.539182508556513	0.815985885233456	0.330028924622505	0.655792506830401	1
"AI118078"	0.207485877904955	0.0492346249929049	0.232007447281798	0.93251268300647	0.358723734491548	0.859287019406166	0.311602476872376	0.349627794287194	0.223460398077871	0.0422503445214039	0.215822895912093	1
"Oscp1"	0.694603015249725	0.444588300005088	0.532291193617755	0.291055070136854	0.40243396957009	0.485605653205163	0.317823547666815	0.730038785750033	0.274268085279984	0.497759802412397	0.464096206817011	1
"2610035D17Rik"	0.686579226033462	0.634497096360773	0.782402735208405	0.80695035186757	0.700132667218914	0.365322776159377	0.56385285937329	0.314637390227078	0.433968520093004	0.614281420779004	0.614736804064608	1
"Zfp11"	0.938811150281683	0.312901213507208	0.941976102527326	0.0504085125859952	0.847939273039686	0.656616911245845	0.694888873217742	0.193824241543621	0.642957768452464	0.869224938041419	0.717628195627467	1
"Pwp1"	0.356355146517641	0.691259523078401	0.238451316595071	0.954457383938323	0.0563952220050228	0.53980036585521	0.0123256303057798	0.403628448424872	0.00888910200303061	0.471583624694992	0.0513857378744687	1
"Thra"	0.226151185680835	0.815916675908329	0.209472171758078	0.876405196105237	0.273372107664312	0.342035558108659	0.307147718194716	0.286188380855128	0.24550385314228	0.522500759619032	0.427152458082886	1
"Ascc3"	0.0834957814045361	0.413557925445887	0.0912821625001533	0.850384050197422	0.106472018791711	0.80205148690198	0.065952389077783	0.660858269032517	0.0475059361494865	0.070639002119456	0.134750994337869	1
"Inpp5d"	0.568347166288666	0.439404351087755	0.649429529356266	0.0796542131441056	0.628993986351073	0.448205660887913	0.552810957346199	0.755878316405735	0.385545641690592	0.373183526658446	0.415860629744017	1
"F2r"	0.144746718186292	0.390823364213079	0.054049719678063	0.462581958682437	0.0344063243140815	0.193308153233784	0.0511692896546105	0.446359505290376	0.0825173508134928	0.30306263105775	0.102968762564039	1
"Pcgf6"	0.0728975714446759	0.678087252540009	0.0421768259866305	0.0914388343312051	0.136871579109479	0.933068629509752	0.309630678386174	0.695107388639673	0.29626456237111	0.0448226674441931	0.148715120782577	1
"Gm5617"	0.424450302524278	0.463666026660455	0.19337269850796	0.287577716715301	0.322684981576844	0.366202534129354	0.670421666583093	0.938774564720344	0.871201428576054	0.201071213732489	0.594041304872085	1
"Pcdh7"	0.0217900616394192	0.13239814227436	0.0188395522049082	0.648354143537738	0.0375235905602719	0.670777409294886	0.0464113157990817	0.258453734916127	0.0670353812173359	0.0494276594933816	0.0526588025115076	1
"Fam211b"	0.18733482204963	0.114551372507282	0.35661942858433	0.727736292562212	0.427472863407337	0.420449556528287	0.470335129163564	0.164667062789301	0.541585500332796	0.588561546173041	0.335295501627952	1
"Sept10"	0.189893417132135	0.31253572545673	0.112284543377244	0.506539666633518	0.177239811988213	0.998827754060157	0.157146458074892	0.353336329989038	0.10095386663328	0.0144678609479715	0.986617061293666	1
"Fbxl6"	0.200406049136465	0.381448944758852	0.0997059913672498	0.515052112119373	0.0454697110679162	0.66013783206568	0.048282218847129	0.711913708210349	0.0664365068015874	0.955236308714741	0.190954364479037	1
"Ets1"	0.636789855662396	0.113720256925901	0.433180212928953	0.0519105033487387	0.430472513330949	0.797754465881071	0.440994527900081	0.759935058663583	0.306455936015775	0.417499672148043	0.29595982239052	1
"2610015P09Rik"	0.899165820967168	0.712055294026931	0.880479634199053	0.303422095276895	0.887672709156735	0.649537013712148	0.911499439154952	0.512275087356958	0.805391299759701	0.874624776395361	0.824498041334635	1
"Sox8"	0.0607965918602884	0.453181449474813	0.0590039848474497	0.0919472382193677	0.256576809992096	0.623581191627521	0.559140372081718	0.524080524454869	0.621536333769039	0.00692060255977064	0.0526629692237521	1
"Lingo3"	0.327635865596834	0.459561349319958	0.483989009372143	0.928247485452454	0.491308700591157	0.525379280463167	0.565926337874562	0.138082027468575	0.608903287855692	0.810277856959742	0.607608540951119	1
"Spats2l"	0.756127291621385	0.393527718413456	0.756219720459084	0.37993735237807	0.737058109804872	0.115837570807023	0.830173484403927	0.844485592952384	0.907386248349863	0.84613321882483	0.723330767234151	1
"Hars2"	0.0462530004417872	0.252839511567247	0.00488820796345563	0.118704250527585	0.0122032579350921	0.82971182253759	0.0898996082563566	0.843695741676718	0.244726168458274	0.0288390290067766	0.0279762897053323	1
"Sike1"	0.110112084681878	0.457211378455451	0.0851103219336313	0.644655668526829	0.0919647219962048	0.0681498481464355	0.163390114731928	0.234779301450121	0.26149108340277	0.619054683913458	0.165662082744832	1
"Hist1h2bh"	0.379160805764416	0.459783498453521	0.456582378808721	0.477115009966578	0.599059161113403	0.248393484861127	0.561924693642555	0.521940538525697	0.411274951523041	0.284069903893573	0.429558264932985	1
"Zfp667"	0.513741190001588	0.550785449243582	0.572338125266001	0.258696834396663	0.433167820214864	0.537248939567185	0.326818448329818	0.427969686570522	0.318815229845934	0.697060286869546	0.456676775064421	1
"Zfp36"	0.561627404935817	0.363713745879272	0.658187107428002	0.522570701270544	0.530688909934225	0.0437596064701981	0.476549199997308	0.449381876207954	0.402563707461712	0.709776069004501	0.315327177686082	1
"Nkd2"	0.11804929535651	0.147458905559429	0.206259163510248	0.735463128767184	0.468069049355114	0.511293345011755	0.535320881864248	0.656481703135699	0.460613082697343	0.0297260054997138	0.185210616821138	1
"Ubox5"	0.412656900024724	0.947261579474946	0.684232119167321	0.361912267519591	0.768770715374695	0.2290106641249	0.659236126549116	0.0496700350014645	0.535838264514411	0.368965797370877	0.491718711959329	1
"Fkbp14"	0.527949731673624	0.274790247996209	0.509478908310542	0.0995951482586252	0.441081055276724	0.518190821934106	0.23606576587675	0.407827075698706	0.14991980906765	0.192778597424324	0.271080059824848	1
"Prkch"	0.504220507639385	0.385533648047211	0.324651570477162	0.563729642944424	0.195308466517458	0.110162250734074	0.181025190832362	0.589029001769762	0.184533252719299	0.580605211070952	0.294902954720396	1
"Aplf"	0.478959574855256	0.759704650549982	0.516406257703448	0.0819482362860352	0.535075396245941	0.459952382700691	0.588680354718877	0.431277350630467	0.642848134410586	0.582280617549133	0.438608338242521	1
"Fzd1"	0.0184051817821442	0.0614262268365955	0.0269673825893565	0.464661543572607	0.0761960823862511	0.08539737786969	0.141701678173418	0.27998712867408	0.24105973078478	0.0207187123990425	0.0514424147926782	1
"Relt"	0.538603618358893	0.752829882425134	0.746784708638366	0.502851264248207	0.883598097368012	0.732371642480356	0.728922221571605	0.221924545429349	0.450546739485115	0.324169633689365	0.635758227500797	1
"Ednra"	0.0825717476159712	0.233349293090855	0.121572693100397	0.871257090935476	0.207654215818172	0.312398666845325	0.171613656576591	0.376790336923116	0.148107369012913	0.00268018559446814	0.0244668605781594	1
"Stac"	0.0838426414664932	0.13787926697218	0.119977448453657	0.781498254604132	0.210878072901872	0.65860322354001	0.11687236547759	0.0024212485109197	0.0549877922043965	0.00684398754327037	0.0163754960573543	1
"Snx8"	0.0631759171725346	0.0755251595653524	0.0254167692680608	0.127296395079508	0.0805288175163441	0.247062970188204	0.315798226101602	0.666828770125807	0.49658199371182	0.152731896034756	0.0997342436667824	1
"Slc44a5"	0.617154100500992	0.872108332096417	0.541514361373304	0.310842325131836	0.407286858758539	0.896033623651089	0.315970540055722	0.642692147980403	0.371970764871257	0.727560651304017	0.650571012250168	1
"Capn6"	0.66205289870397	0.414935084390161	0.412495390390368	0.169409323788903	0.339138341867765	0.241342473051918	0.343779169774037	0.885107657277185	0.372562576770443	0.129142086809184	0.380489801231058	1
"Fopnl"	0.246333485261646	0.458432764716408	0.261635768941627	0.399886206435012	0.329805771806599	0.983423305141335	0.319472056833565	0.380351450662097	0.320125376694486	0.10463999007444	0.77334582648625	1
"1110034G24Rik"	0.877265042129545	0.172963772880641	0.816148747483463	0.0102034135083761	0.514701493541891	0.72005531823539	0.248842226926765	0.424155532866467	0.118431236489088	0.91048760571536	0.108046010511881	1
"C630043F03Rik"	0.500139835437145	0.370051345364178	0.367355448929262	0.182160117535376	0.325148009028701	0.376709291397304	0.343953421979022	0.65013380215371	0.356638161884932	0.382931740946668	0.369670511225825	1
"Slc9a5"	0.787983545175054	0.905856436663964	0.513593775856203	0.388477451195185	0.238711279706761	0.817643085450449	0.138475407714154	0.569370667314175	0.14505789625455	0.79130833116675	0.563992785323907	1
"Amd1"	0.616926721728696	0.722499974454507	0.707161886483529	0.923209357265841	0.75017887112201	0.0958421215972366	0.822748861636946	0.522590890627236	0.719483455329614	0.393630493059239	0.67171452305934	1
"Rdh5"	0.599230498750666	0.667978769277574	0.669217777505458	0.229022342238551	0.656227922413621	0.778470837969439	0.668540068927868	0.258427403855439	0.705610210484832	0.486814983093135	0.575954575241947	1
"Mettl5"	0.528018750329865	0.0314466379332979	0.442427318600771	0.913781349776644	0.480547307375732	0.702568782436258	0.5501323123015	0.942993055860345	0.503628367398326	0.352449612748793	0.477413990186946	1
"Bcorl1"	0.237287396962166	0.790697261970055	0.309971732354795	0.889951834521632	0.263020760964255	0.271648945115015	0.373407026439289	0.420719031911601	0.473800394034279	0.929542303426719	0.626604798083716	1
"Abcb8"	0.0978116250326753	0.563648781584716	0.121246723912781	0.481691941700532	0.105517433155784	0.577908170746252	0.213801338110989	0.0134944640215648	0.466257733518843	0.928367798921359	0.106623084049701	1
"Fxyd2"	0.586327686413282	0.784668233105226	0.838240096688022	0.306752591019155	0.939992568038899	0.318137829495868	0.947586054403876	0.422049035974795	0.880792597604457	0.199560035290831	0.804222817175154	1
"D10Wsu102e"	0.665034798873469	0.433855591264384	0.80105323759812	0.0242966590243482	0.787223752604099	0.304241284230985	0.576279308796149	0.484627524151881	0.437817734332663	0.755384099671718	0.254234282837262	1
"Pole4"	0.865011231204803	0.538555196277143	0.702810284140465	0.27271767773329	0.302919255176257	0.112763851480234	0.229771293542928	0.994462956184439	0.29168964094467	0.879633607504888	0.944613565452616	1
"Nynrin"	0.163727984018938	0.3471986509763	0.124593611171798	0.86769785974793	0.171762902908348	0.217884980754337	0.334707083449196	0.392882022102607	0.491949002274394	0.176003232623994	0.286986600062344	1
"Plcxd1"	0.153855042027931	0.791381403749797	0.10920193290724	0.480465244276044	0.327870201053721	0.801204694964944	0.753789424595385	0.757427218078783	0.889520597914645	0.0631324963344546	0.412574789609326	1
"Suox"	0.22961286423017	0.0725965607545101	0.241609089280798	0.827649953261651	0.341916281726157	0.148756163492668	0.427569042137758	0.575684514026524	0.425008270849549	0.15745324002538	0.259104605258508	1
"Serpinc1"	0.624848574993963	0.609850673946726	0.566364608776571	0.315715705254047	0.553259967291584	0.392641485790173	0.56912297502618	0.528026554088527	0.513006558949974	0.902838637976407	0.612039877470768	1
"Ppcdc"	0.956357133119024	0.184316119568613	0.941602859703326	0.190923857271161	0.866049654828231	0.68970012885024	0.74523029195109	0.959562141394099	0.708025046494201	0.747361126317521	0.869991921270657	1
"L3hypdh"	0.817302862207997	0.556070123859306	0.928113090240561	0.863406022210284	0.952533701908673	0.606655141752189	0.907088621148601	0.344716904896257	0.845921938416064	0.733210158675421	0.857745087796857	1
"Eme1"	0.819243763814195	0.667391321093284	0.893982831879407	0.47675477986156	0.906252616055074	0.258219042251575	0.869333349310903	0.30624929376786	0.86924158689301	0.946399430189941	0.831490065726048	1
"Gpc6"	0.07911359285315	0.639169829595908	0.075817618700629	0.529610352603247	0.312537770442224	0.734794925362877	0.665420294699323	0.111572502726259	0.751942995216928	0.00675623151566382	0.0567296174278538	1
"Uap1l1"	0.330545940639483	0.564149815911399	0.222280264836354	0.726649061664044	0.16433621725496	0.459232658282189	0.157441826245514	0.700161791582792	0.178540798233912	0.302435983256898	0.327113025101555	1
"Snupn"	0.536897866321068	0.907047927421406	0.734518792069222	0.140468127535406	0.800457619975301	0.913269042265897	0.665615519932247	0.0773288407185984	0.462029721246464	0.813249040260572	0.650494584406797	1
"Prkcd"	0.426781677504924	0.384472282430681	0.337877445773047	0.576381148084492	0.21265344566	0.654379839565914	0.383267640544565	0.677288662202577	0.695719271973584	0.940377434222651	0.635998944639358	1
"Rrp15"	0.950187001870049	0.448593899530418	0.927519466980519	0.858269764745613	0.69821730870538	0.203807931764665	0.537384978314134	0.872791564302005	0.595343398404772	0.849187264133949	0.82831260243551	1
"Clmn"	0.224167713210272	0.299616126984328	0.385894758533238	0.165581876616556	0.501111118337922	0.393030632998965	0.479608980248148	0.627752260988374	0.496078904265444	0.199192401459038	0.342208702555888	1
"AW112010"	0.491586739227534	0.736567795253807	0.260039636461391	0.65880811039145	0.151180081869805	0.692090849964739	0.150488163890391	0.776042624165867	0.158142871054909	0.750348431569889	0.425756443969756	1
"Npm3"	0.370422559028257	0.889773066296434	0.681042598268476	0.253022733761264	0.716714196637127	0.736396557993435	0.518899633291999	0.132475037630845	0.355417273242143	0.753146781716589	0.564514620535316	1
"Ctsk"	0.649804153000906	0.792531031754906	0.839305795109876	0.728604832358778	0.902230448138156	0.354397202620743	0.785127750550977	0.585142474487328	0.656488111946605	0.496600216413878	0.73694000236451	1
"Pkib"	0.108370664200479	0.580987946354876	0.234743413970021	0.289915996105807	0.431179864926636	0.93342152835511	0.701533791237083	0.0615276946298845	0.831037193341493	0.665929628964671	0.435780230972647	1
"Gnai3"	0.315643547103815	0.294893321987565	0.338415364210687	0.366622762366871	0.288481149598013	0.26433418100611	0.21055267799205	0.4979229486445	0.199948822573238	0.114321717336384	0.259240606870263	1
"Sugt1"	0.249276542717028	0.489111102045518	0.433859817880532	0.711667228786716	0.693283765030919	0.147022289234252	0.685998403094834	0.775790648597752	0.644618327390319	0.135808564269201	0.44785919082806	1
"Zfp229"	0.644679483583776	0.189524540465803	0.717158906171324	0.0462162828433874	0.718915488300149	0.335165344960856	0.653008305834767	0.870654671529477	0.561455156951332	0.781846240973843	0.422076046739717	1
"Psmg1"	0.723080487006167	0.428562481865824	0.752512468716211	0.128354317879512	0.792204582048624	0.931210304686573	0.722118726969617	0.484668805126965	0.613581008421041	0.740222082572343	0.699754167191422	1
"Nhp2"	0.700736850588172	0.230099864548683	0.850489017961815	0.0466252735695235	0.865491269526317	0.078356249619934	0.78271884469844	0.805524061574968	0.610129024956656	0.626741008083753	0.392024752990832	1
"Myo1e"	0.319002484658047	0.7023356914619	0.361321547795329	0.765630751551447	0.517280533608073	0.663900273062936	0.493234850097346	0.216854921695328	0.323966299861571	0.1002267973509	0.390419037794519	1
"Itga1"	0.111737539875726	0.135785969703654	0.0703579876160472	0.302503181294785	0.142948698627238	0.988436970382757	0.350321296655899	0.971044338512967	0.523909620916115	0.0206027271410162	0.756952741374629	1
"Hist1h2bg"	0.748366808773484	0.575377953710533	0.812734999878954	0.290519148483849	0.849216598441693	0.523316311355846	0.704771245478248	0.325506169840788	0.53161038233676	0.443324565048666	0.622212970864862	1
"Atf3"	0.682076706708647	0.890713997690361	0.740409419139245	0.716782525133017	0.682707623689505	0.00228138962508474	0.763965563768486	0.669331405969743	0.756813080532885	0.919830615924349	0.0249979941811237	1
"Gtf3c3"	0.175818366159663	0.105005873490584	0.0661710813097684	0.311127922136925	0.0422196530166281	0.977335080049397	0.0265730248157182	0.972015801056763	0.0275081274079466	0.16300474072059	0.166350564388558	1
"Snx21"	0.97870052623241	0.825574062382715	0.959159077018982	0.28177728143273	0.86320973093468	0.53235337692928	0.593800140339003	0.949812276961032	0.388612495797643	0.851651579343699	0.908932104940226	1
"Serpinb8"	0.116347958967744	0.00882814250593066	0.225325110335183	0.777252351394809	0.577409807919543	0.256397777067797	0.773500162401885	0.463895410013426	0.841841674383073	0.0447537935792217	0.0718793716787736	1
"Mocs3"	0.420633405042982	0.62275049683599	0.350228730484437	0.0488684483373885	0.289171842543949	0.829005833774409	0.482350488793967	0.379898979515283	0.684780906848372	0.959266400628241	0.564521631425746	1
"Fign"	0.253251405248998	0.215533090669705	0.110581778769863	0.285387104689661	0.162318667800512	0.628248589765956	0.298459758806607	0.627866921095265	0.312265189147131	0.120436908798341	0.240126569922945	1
"Rad50"	0.435284468427536	0.0177068379450033	0.520127938635623	0.151171951446614	0.655207803239857	0.210427897784662	0.665391414239998	0.0629793091613203	0.647159050048932	0.0392840435025397	0.0942491061067511	1
"Timmdc1"	0.210800608522844	0.0545664994359145	0.0487349246028593	0.704742098394922	0.0194287969358459	0.489356650928122	0.026431530691129	0.404632582965881	0.0433376361182288	0.935950711788014	0.0712805969138478	1
"Dtwd1"	0.690943016673961	0.192258809102049	0.743409316112272	0.569055156270717	0.849043702154451	0.423308565456633	0.843106929484587	0.662243545798975	0.737800501356403	0.56016897961949	0.663827819784723	1
"Cplx3"	0.0215890583836165	0.065275217394784	0.0155320878551457	0.822657818230336	0.0516401518614522	0.834154148670109	0.0712819451811926	0.665577278549991	0.0865360284067916	0.0118298640524956	0.0410724899545118	1
"Gjc1"	0.0840055450428553	0.381168416438013	0.0812619302274953	0.830089750262108	0.217138605744464	0.876436826433872	0.272689174940679	0.308164911913707	0.212042436117022	0.054349278916788	0.201318459759315	1
"Elac2"	0.42718310281781	0.419024518877605	0.484282747670872	0.824166172732211	0.408306132573597	0.103345160033719	0.485297236994643	0.638793390733112	0.644019303247596	0.277350609606335	0.433412907725815	1
"Zbtb48"	0.810624066617217	0.407903053714495	0.954188932830092	0.523318017850224	0.95684131000872	0.11694005332916	0.931223604716239	0.675092022456877	0.911074922201597	0.845901701206595	0.87165388201634	1
"Mthfs"	0.799309718097604	0.150131065244573	0.855662703327817	0.463785635336471	0.806572982430928	0.0401765894466442	0.71173162883489	0.69922541790945	0.630521497696709	0.710725276013234	0.425801845118823	1
"Msrb3"	0.686395454760078	0.716792429274557	0.519342549729716	0.300416881790748	0.26773974313073	0.615439960958576	0.075759021015283	0.327060759530611	0.0298624165500506	0.609835625150351	0.19015298086938	1
"Mvp"	0.15017179371599	0.722803541873623	0.179488351082475	0.544941383192878	0.347054052408252	0.178227322844449	0.4413093365196	0.470106711507211	0.467093231677672	0.123169543622782	0.294922211956732	1
"Lrrc39"	0.43932322900146	0.738260353669941	0.409289729233231	0.861236258271352	0.353039594820552	0.535551260787235	0.264305119260062	0.518262325365342	0.194200522027064	0.36486076676215	0.482993314998404	1
"Ngfr"	0.21357549187324	0.305331855458007	0.126598222843325	0.784756981452832	0.133727745465662	0.765157858363757	0.193174018542866	0.0513643251082861	0.191953236352374	0.436836812047555	0.203272410662295	1
"Trpc4"	0.294168152655157	0.486845725125675	0.264280305225721	0.839454926534161	0.190379455056933	0.21605861853268	0.13692520653664	0.492862559441554	0.151954770478923	0.474765743112324	0.309463334127037	1
"Plekha8"	0.532879908861102	0.565105460489991	0.676235675366778	0.664343245160812	0.728191538130879	0.619804277178743	0.669233333428511	0.212910572315671	0.575906059296278	0.407020270309023	0.563723214278991	1
"Syce2"	0.789349712327396	0.38463173699016	0.746608512923746	0.47378766242665	0.709529504371021	0.457230994987187	0.566131848092504	0.933274094645866	0.434889345595333	0.291911658906436	0.680690542878292	1
"Zfp882"	0.588666463870445	0.774624313563121	0.640083126163428	0.401542102992285	0.590006352828138	0.478121789686493	0.367989701453209	0.0468118618264582	0.254012515851225	0.566449189177265	0.325020307382136	1
"Klhl21"	0.337179248060016	0.486615114136993	0.245053430443425	0.36241196074841	0.353559635176235	0.482281616564601	0.577696201107661	0.486744918531413	0.684720623977909	0.425248003969728	0.436438177403939	1
"Dclre1c"	0.596582786770222	0.183542281963801	0.602593655050271	0.180033729398721	0.764337854245814	0.567250094491024	0.734812273405511	0.510382451210634	0.702928168352149	0.0590961429778642	0.357570243699255	1
"Sbsn"	0.831900616521458	0.927036956546459	0.569097403049684	0.26982567313139	0.227054409304789	0.24944432999876	0.121117621882957	0.893418365573711	0.106016560206648	0.93567620458201	0.661118294755195	1
"March4"	0.0057202683276148	0.297184289025124	0.021549382303374	0.87324987645552	0.0358760394405436	0.454500639343569	0.0354715600034851	0.137598188782046	0.0565459673306996	0.156401205494258	0.0329451441002577	1
"Arhgap26"	0.129051034187442	0.452708410749337	0.0878884546863927	0.221468355057857	0.149780780513865	0.804936071057069	0.266889481612283	0.264423247829376	0.408872948829905	0.0419087366739956	0.165971878097614	1
"Rnaseh2a"	0.924190204252526	0.316008998135699	0.958941488492949	0.300902336707072	0.923932769744847	0.816075291357355	0.845912616407729	0.801705464458458	0.746242071369773	0.739537816900775	0.860276967746467	1
"Fam212a"	0.0661815842421451	0.198166190868967	0.0132610645350187	0.470393144876912	0.0171476032152337	0.590256788893452	0.0368659304270365	0.68368852116141	0.0398266397106621	0.0974922084621324	0.0467979501310274	1
"Tmem8"	0.787244821410873	0.509097367554225	0.763760319383959	0.0212379471010518	0.83106932552259	0.826390088479772	0.857094590244779	0.900083075803711	0.834939992294595	0.153914737813069	0.372782060651337	1
"Rbm38"	0.478528491645547	0.266617976328552	0.585881501283079	0.415236316868587	0.720292998085268	0.635373693532095	0.780674363312992	0.173532246864958	0.743780678338193	0.11356684673077	0.44211631635649	1
"Oard1"	0.895194565228879	0.0671268644827362	0.895954088844754	0.443446004402975	0.817869710434335	0.514984158127207	0.856732952213118	0.741876018595287	0.891843761622657	0.869697156537921	0.761922878938528	1
"Gas8"	0.620276621131378	0.414586968904227	0.522607216263182	0.490091459239106	0.291145058199565	0.972186708331684	0.292549284399065	0.421991353802849	0.367302467134937	0.976397987216165	0.868501561299999	1
"Rpp38"	0.721049635507108	0.466562718642057	0.719685163170159	0.596547728317741	0.86723397314536	0.233197065601475	0.942171646963218	0.733257817568554	0.949968145953934	0.25833965223481	0.810011347709674	1
"Oxnad1"	0.452447707897203	0.106714674836168	0.35790202668642	0.0351475707434509	0.427691584437165	0.887617123650467	0.545925846122967	0.693685787382217	0.607958024597455	0.144715479455985	0.236483137699637	1
"Slc35g1"	0.100058999599099	0.179786734522839	0.095714855359044	0.366954874486359	0.219775220997083	0.399302248181093	0.244735903963849	0.371901647951924	0.146392930809877	0.0388066126196554	0.138574183345793	1
"Epg5"	0.611332215409697	0.65850299307154	0.713009258318357	0.615486893427518	0.800551004793393	0.274905033283571	0.837305778120716	0.531232621730791	0.850423300352924	0.37227828250202	0.67277079408958	1
"Gpn2"	0.333557164353492	0.649133087356213	0.419184838447744	0.4195129213042	0.444104111815018	0.636247768640644	0.357887170637671	0.457214849617333	0.346173193540745	0.19071151284576	0.409788751762247	1
"Acot10"	0.448527352468164	0.622769364313595	0.217485362658385	0.736728203878242	0.248887384061811	0.0304483993021098	0.556830914079065	0.929270090868456	0.718022080545367	0.600405983684437	0.334011885533172	1
"Pold1"	0.142414495173616	0.284912022990584	0.174871785501303	0.849409688073591	0.256505811095978	0.163086564384109	0.407866286567901	0.294063179585466	0.481069351126642	0.0537828860669685	0.21756613261766	1
"Zfp593"	0.653972261840616	0.796227571943713	0.847766210361391	0.19233206998205	0.951606945120667	0.362734140763663	0.971919216912328	0.236831425679599	0.952936995669509	0.535655483552895	0.880875691203608	1
"Ccbe1"	0.408621899240726	0.120075129774022	0.226367936995243	0.155334638663453	0.310033001755895	0.89463226054319	0.267043437584313	0.660645465629171	0.149442427373171	0.0314141751668403	0.177359674857773	1
"Tyw3"	0.208660155088628	0.732432435438935	0.216529246988924	0.756557517459268	0.190384013176107	0.049309835692576	0.132755696769801	0.26384278575044	0.137196018483603	0.809758380215532	0.216659681515618	1
"Aox1"	0.0854641614085813	0.202408038151333	0.0503526945439148	0.651237800636929	0.141522311845891	0.859650219455847	0.331757523891954	0.304306735005255	0.423154883026057	0.0526987515297687	0.159596330308805	1
"Ska2"	0.424085324441204	0.426265039119466	0.274588862228638	0.543515785891915	0.334485869922382	0.689878495091389	0.504955251645534	0.899429208097296	0.613620100350974	0.412678641344543	0.56512008451778	1
"Samd10"	0.193760894610737	0.379399350457056	0.138456681357867	0.334527364603925	0.0917602421166001	0.680354461166533	0.119211436158274	0.498915330292248	0.202858392726932	0.485691269727747	0.231485496312661	1
"Acy1"	0.0858561562535049	0.0160257047784865	0.168654653491443	0.710578791221288	0.515778662394775	0.859399579815635	0.621198734664796	0.194531257814431	0.410329539039598	0.02216429920739	0.0821531102957762	1
"Lrrc51"	0.388728654169436	0.344844934706777	0.385164364434432	0.781861199407773	0.530371773296564	0.530570824437775	0.66187900395107	0.940922004337572	0.619377761709235	0.209413586119145	0.650785881755116	1
"Dnase1l1"	0.490196217302129	0.411312390880258	0.466292196701364	0.433627209438806	0.683874310382721	0.646433516030329	0.902357933725506	0.793487610776347	0.967219152246545	0.160983396385866	0.78960019176823	1
"Ppp6c"	0.768944737586652	0.0582692462228841	0.687336208249965	0.299931622145095	0.760015595598758	0.172212046335292	0.736420004391455	0.739797615797302	0.697594526820043	0.183024674230109	0.381474439078283	1
"Trmt44"	0.52516651882618	0.878080040647735	0.562477609844289	0.238122757545511	0.445202036700952	0.755655045512762	0.300238996492489	0.24088882953254	0.290667704973655	0.412691143505848	0.490664470054022	1
"2610528A11Rik"	0.899709597352519	0.67590524689554	0.945578801290779	0.465352257262237	0.947001271209175	0.610389097510533	0.942822176704337	0.57737853789426	0.950598061455012	0.770965576394832	0.894190397496995	1
"Enpp1"	0.363049874690803	0.873627186943744	0.30245502412661	0.548882091370054	0.431986009546858	0.936848470776343	0.573501242523545	0.453776210281842	0.681229257329308	0.109231076970495	0.622580098297164	1
